gmDate,gmTime,seasTyp,playLNm,playFNm,teamAbbr,teamConf,teamDiv,teamLoc,teamRslt,teamDayOff,offLNm1,offFNm1,offLNm2,offFNm2,offLNm3,offFNm3,playDispNm,playStat,playMin,playPos,playHeight,playWeight,playBDate,playPTS,playAST,playTO,playSTL,playBLK,playPF,playFGA,playFGM,playFG%,play2PA,play2PM,play2P%,play3PA,play3PM,play3P%,playFTA,playFTM,playFT%,playORB,playDRB,playTRB,opptAbbr,opptConf,opptDiv,opptLoc,opptRslt,opptDayOff
3/27/18,7:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Mauer,Ken,Richardson,Derek,Collins,Derrick,Trey Lyles,Bench,14,PF,82,241,11/5/95,13,1,1,0,2,2,6,5,0.8333,2,2,1,4,3,0.75,0,0,0,0,5,5,TOR,East,Atlantic,Home,Win,2
2/15/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,1,Wright,Sean,Wall,Scott,Collins,Derrick,Trey Lyles,Bench,17,PF,82,241,11/5/95,12,0,0,1,2,2,10,5,0.5,6,3,0.5,4,2,0.5,0,0,0,0,0,0,MIL,East,Central,Home,Loss,2
2/25/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Loss,1,Taylor,Dedric,Davis,Marc,Lewis,Eric,Trey Lyles,Bench,23,PF,82,241,11/5/95,12,4,2,1,0,1,8,5,0.625,6,4,0.6667,2,1,0.5,2,1,0.5,0,4,4,HOU,West,Southwest,Away,Win,2
3/17/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Wright,Sean,Lane,Karl,Blair,Curtis,Trey Lyles,Bench,20,PF,82,241,11/5/95,12,2,0,0,0,1,10,5,0.5,5,3,0.6,5,2,0.4,0,0,0,0,4,4,MEM,West,Southwest,Home,Win,2
11/4/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Loss,1,Guthrie,David,Holtkamp,Lauren,Wood,Leon,Trey Lyles,Bench,15,PF,82,241,11/5/95,11,0,0,0,2,2,7,4,0.5714,6,4,0.6667,1,0,0,3,3,1,0,3,3,GS,West,Pacific,Away,Win,2
1/10/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Loss,1,Lindsay,Mark,Scott,Kevin,Smith,Aaron,Trey Lyles,Bench,29,PF,82,241,11/5/95,11,3,1,0,1,6,8,2,0.25,3,1,0.3333,5,1,0.2,8,6,0.75,0,6,6,ATL,East,Southeast,Away,Win,1
1/17/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Goble,Jacyn,Zielinski,Gary,Malloy,Ed,Trey Lyles,Bench,25,PF,82,241,11/5/95,11,1,1,0,1,3,11,4,0.3636,7,3,0.4286,4,1,0.25,2,2,1,2,3,5,LAC,West,Pacific,Home,Win,2
2/5/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Scott,Kevin,Nansel,Brett,Trey Lyles,Bench,24,PF,82,241,11/5/95,11,1,0,0,1,2,8,4,0.5,4,2,0.5,4,2,0.5,2,1,0.5,0,7,7,CHA,East,Southeast,Away,Loss,1
2/13/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,3,Orr,J.T.,Zielinski,Gary,Washington,Tom,Trey Lyles,Bench,17,PF,82,241,11/5/95,11,0,1,0,0,2,6,4,0.6667,5,4,0.8,1,0,0,3,3,1,0,2,2,SA,West,Southwest,Away,Loss,1
2/23/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,8,Taylor,Ben,Brothers,Tony,DeRosa,Joe,Trey Lyles,Bench,20,PF,82,241,11/5/95,11,2,1,1,0,4,11,5,0.4545,8,4,0.5,3,1,0.3333,2,0,0,2,2,4,SA,West,Southwest,Away,Loss,9
11/19/17,9:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Lane,Karl,Ervin,Mitchell,Mott,Rodney,Trey Lyles,Bench,16,PF,82,241,11/5/95,10,1,2,0,0,0,7,4,0.5714,4,3,0.75,3,1,0.3333,3,1,0.3333,1,7,8,LAL,West,Pacific,Home,Win,1
11/30/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,1,Williams,James,Van Duyne,Justin,Washington,Tom,Trey Lyles,Bench,22,PF,82,241,11/5/95,10,1,0,0,1,0,6,3,0.5,3,1,0.3333,3,2,0.6667,2,2,1,0,6,6,CHI,East,Central,Away,Loss,2
12/6/17,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Lindsay,Mark,Lewis,Eric,Acosta,Ray,Trey Lyles,Bench,27,PF,82,241,11/5/95,10,4,1,1,1,2,9,3,0.3333,6,2,0.3333,3,1,0.3333,4,3,0.75,3,8,11,NO,West,Southwest,Home,Win,2
12/22/17,10:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,2,Cutler,Kevin,Blair,Curtis,Washington,Tom,Trey Lyles,Bench,33,PF,82,241,11/5/95,10,3,1,0,0,1,10,4,0.4,7,3,0.4286,3,1,0.3333,2,1,0.5,2,7,9,POR,West,Northwest,Home,Loss,2
3/6/18,8:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,3,Zielinski,Gary,Wall,Scott,Capers,James,Trey Lyles,Bench,18,PF,82,241,11/5/95,10,1,3,0,0,0,7,4,0.5714,4,3,0.75,3,1,0.3333,3,1,0.3333,1,4,5,DAL,West,Southwest,Home,Win,2
3/21/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,2,Adams,Bennie,Davis,Marc,Sterling,Jonathan,Trey Lyles,Bench,19,PF,82,241,11/5/95,10,1,0,0,0,2,10,4,0.4,5,2,0.4,5,2,0.4,0,0,0,1,5,6,CHI,East,Central,Home,Loss,2
12/13/17,7:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Ford,Tyler,Spooner,Bill,Richardson,Derek,Trey Lyles,Starter,33,PF,82,241,11/5/95,9,2,1,1,0,4,6,4,0.6667,4,3,0.75,2,1,0.5,3,0,0,2,4,6,BOS,East,Atlantic,Home,Win,1
1/22/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,3,Lane,Karl,Wall,Scott,Davis,Marc,Trey Lyles,Bench,24,PF,82,241,11/5/95,9,1,2,2,2,3,7,3,0.4286,4,2,0.5,3,1,0.3333,2,2,1,1,5,6,POR,West,Northwest,Away,Loss,1
3/15/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,1,Goble,Jacyn,Kogut,Marat,Callahan,Mike,Trey Lyles,Bench,11,PF,82,241,11/5/95,9,0,1,0,1,0,4,3,0.75,3,2,0.6667,1,1,1,2,2,1,1,2,3,DET,East,Central,Away,Loss,2
4/1/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Buchert,Nick,Brothers,Tony,Adams,Bennie,Trey Lyles,Bench,22,PF,82,241,11/5/95,9,3,0,0,2,0,5,1,0.2,3,1,0.3333,2,0,0,10,7,0.7,2,7,9,MIL,East,Central,Away,Loss,1
4/7/18,3:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,1,Zielinski,Gary,Wood,Leon,Davis,Marc,Trey Lyles,Bench,17,PF,82,241,11/5/95,9,2,0,0,0,3,7,4,0.5714,5,3,0.6,2,1,0.5,0,0,0,0,2,2,LAC,West,Pacific,Home,Loss,1
11/20/17,10:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,1,Dalen,Eric,Kennedy,Bill,Richardson,Derek,Trey Lyles,Bench,19,PF,82,241,11/5/95,8,1,1,0,0,1,7,3,0.4286,3,1,0.3333,4,2,0.5,0,0,0,2,4,6,SAC,West,Pacific,Home,Loss,2
11/22/17,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Workman,Haywoode,Forte,Brian,Wall,Scott,Trey Lyles,Bench,24,PF,82,241,11/5/95,7,3,2,1,1,1,7,3,0.4286,3,2,0.6667,4,1,0.25,0,0,0,1,2,3,HOU,West,Southwest,Home,Win,4
12/4/17,8:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Mauer,Ken,Wall,Scott,Trey Lyles,Bench,16,PF,82,241,11/5/95,7,2,0,0,2,2,5,3,0.6,3,2,0.6667,2,1,0.5,0,0,0,1,5,6,DAL,West,Southwest,Home,Win,2
1/30/18,8:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,0,Forte,Brian,Richardson,Leroy,Fraher,Pat,Trey Lyles,Bench,25,PF,82,241,11/5/95,7,2,1,0,1,4,10,3,0.3,8,2,0.25,2,1,0.5,0,0,0,1,6,7,SA,West,Southwest,Home,Win,2
3/13/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,2,Workman,Haywoode,Corbin,Sean,Washington,Tom,Trey Lyles,Bench,16,PF,82,241,11/5/95,7,1,0,0,0,1,7,2,0.2857,2,1,0.5,5,1,0.2,2,2,1,0,1,1,LAL,West,Pacific,Home,Win,2
11/24/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Garretson,Ron,Nansel,Brett,Spooner,Bill,Trey Lyles,Bench,17,PF,82,241,11/5/95,6,0,0,1,0,0,4,2,0.5,2,1,0.5,2,1,0.5,2,1,0.5,1,3,4,MEM,West,Southwest,Away,Loss,2
11/28/17,10:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,4,Adams,Bennie,Wood,Leon,Callahan,Mike,Trey Lyles,Bench,18,PF,82,241,11/5/95,6,0,1,1,0,0,6,2,0.3333,4,2,0.5,2,0,0,2,2,1,2,0,2,UTA,West,Northwest,Home,Win,3
2/10/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,1,Goble,John,Kogut,Marat,Holtkamp,Lauren,Trey Lyles,Bench,21,PF,82,241,11/5/95,6,1,1,2,2,2,11,3,0.2727,8,3,0.375,3,0,0,0,0,0,1,5,6,PHO,West,Pacific,Home,Loss,2
3/30/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,3,Goble,Jacyn,Lindsay,Mark,Callahan,Mike,Trey Lyles,Bench,11,PF,82,241,11/5/95,6,3,0,0,0,1,5,3,0.6,4,3,0.75,1,0,0,0,0,0,0,1,1,OKC,West,Northwest,Home,Loss,1
10/21/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,3,Callahan,Mike,Ransom,Phenizee,Ayotte,Mark,Trey Lyles,Bench,3,PF,82,241,11/5/95,5,0,0,0,0,1,3,2,0.6667,1,1,1,2,1,0.5,0,0,0,1,1,2,SAC,West,Pacific,Away,Loss,1
3/2/18,8:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,2,Kogut,Marat,Cutler,Kevin,Brothers,Tony,Trey Lyles,Bench,15,PF,82,241,11/5/95,4,1,3,1,1,0,4,2,0.5,3,2,0.6667,1,0,0,0,0,0,0,3,3,MEM,West,Southwest,Home,Loss,2
3/26/18,7:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,3,Orr,J.T.,Foster,Scott,Mott,Rodney,Trey Lyles,Bench,12,PF,82,241,11/5/95,4,0,1,0,0,0,4,2,0.5,2,2,1,2,0,0,0,0,0,0,0,0,PHI,East,Atlantic,Home,Win,2
4/3/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Lane,Karl,Ford,Tyler,Capers,James,Trey Lyles,Bench,15,PF,82,241,11/5/95,4,1,1,0,0,1,6,2,0.3333,4,2,0.5,2,0,0,0,0,0,2,5,7,IND,East,Central,Away,Loss,2
11/1/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Taylor,Dedric,Richardson,Leroy,Washington,Tom,Trey Lyles,Bench,6,PF,82,241,11/5/95,3,1,2,0,0,1,3,1,0.3333,2,0,0,1,1,1,0,0,0,0,1,1,TOR,East,Atlantic,Away,Loss,1
12/8/17,7:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,1,Tiven,Josh,Ervin,Mitchell,Stafford,Derrick,Trey Lyles,Bench,22,PF,82,241,11/5/95,3,2,1,0,0,1,8,0,0,4,0,0,4,0,0,4,3,0.75,0,5,5,ORL,East,Southeast,Home,Loss,2
1/13/18,8:30,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,0,Lane,Karl,Ford,Tyler,Lewis,Eric,Trey Lyles,Bench,20,PF,82,241,11/5/95,3,1,1,0,0,2,9,1,0.1111,7,1,0.1429,2,0,0,2,1,0.5,1,4,5,SA,West,Southwest,Home,Win,1
1/16/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,3,Mott,Rodney,Brothers,Tony,Sterling,Jonathan,Trey Lyles,Bench,15,PF,82,241,11/5/95,3,3,0,0,0,0,4,1,0.25,1,0,0,3,1,0.3333,0,0,0,0,6,6,DAL,West,Southwest,Away,Loss,3
2/1/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Zarba,Zach,Brown,Tony,Van Duyne,Justin,Trey Lyles,Bench,15,PF,82,241,11/5/95,3,2,2,0,3,2,7,1,0.1429,3,1,0.3333,4,0,0,2,1,0.5,0,4,4,OKC,West,Northwest,Away,Loss,2
11/7/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,3,Taylor,Ben,Kirkland,Courtney,Mott,Rodney,Trey Lyles,Bench,3,PF,82,241,11/5/95,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,BKN,East,Atlantic,Away,Loss,1
11/11/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,1,Voyard-Tadal,Vladimir,Smith,Michael,Davis,Marc,Trey Lyles,Bench,2,PF,82,241,11/5/95,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,ORL,East,Southeast,Away,Loss,1
11/13/17,10:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,2,Lindsay,Mark,Brown,Tony,Richardson,Derek,Trey Lyles,Bench,4,PF,82,241,11/5/95,2,0,1,1,0,0,2,1,0.5,1,1,1,1,0,0,0,0,0,0,1,1,POR,West,Northwest,Home,Win,3
3/7/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Home,Loss,1,Tiven,Josh,Wood,Leon,Phillips,Jason,Trey Lyles,Bench,13,PF,82,241,11/5/95,2,0,1,1,0,0,5,1,0.2,4,1,0.25,1,0,0,0,0,0,2,4,6,CLE,East,Central,Away,Win,2
3/9/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,1,Orr,J.T.,Garretson,Ron,Kennedy,Bill,Trey Lyles,Bench,11,PF,82,241,11/5/95,2,2,0,0,0,2,6,1,0.1667,5,1,0.2,1,0,0,0,0,0,0,2,2,LAL,West,Pacific,Away,Loss,1
10/18/17,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,0,Foster,Scott,Wood,Leon,Sterling,Jonathan,Trey Lyles,Bench,2,PF,82,241,11/5/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTA,West,Northwest,Home,Win,0
10/25/17,7:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Loss,1,Foster,Scott,Brown,Tony,Adair,Brandon,Trey Lyles,Bench,4,PF,82,241,11/5/95,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,CHA,East,Southeast,Home,Win,1
10/29/17,6:00,Regular,Lyles,Trey,DEN,West,Northwest,Away,Win,1,Orr,J.T.,Lane,Karl,Garretson,Ron,Trey Lyles,Bench,2,PF,82,241,11/5/95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,BKN,East,Atlantic,Home,Loss,1
11/17/17,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,4,Wright,Sean,Kogut,Marat,Cutler,Kevin,Trey Lyles,Bench,4,PF,82,241,11/5/95,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,NO,West,Southwest,Away,Loss,2
2/27/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Home,Loss,4,Maddox,Tre,Stafford,Derrick,Ayotte,Mark,Trey Lyles,Bench,5,PF,82,241,11/5/95,0,0,0,1,1,2,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,LAC,West,Pacific,Away,Win,4
4/5/18,10:30,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Williams,James,Petraitis,Gediminas,Mauer,Ken,Trey Lyles,Bench,4,PF,82,241,11/5/95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MIN,West,Northwest,Away,Loss,4
4/9/18,9:00,Regular,Lyles,Trey,DEN,West,Northwest,Home,Win,2,Goble,John,Tiven,Josh,Orr,J.T.,Trey Lyles,Bench,4,PF,82,241,11/5/95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,POR,West,Northwest,Away,Loss,2
11/20/17,10:00,Regular,Lydon,Tyler,DEN,West,Northwest,Away,Win,1,Dalen,Eric,Kennedy,Bill,Richardson,Derek,Tyler Lydon,Bench,2,PF,81,223,4/9/96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SAC,West,Pacific,Home,Loss,2
11/30/17,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,1,Williams,James,Van Duyne,Justin,Washington,Tom,Will Barton,Bench,35,SG,77,175,1/6/91,37,3,3,3,0,3,19,13,0.6842,10,7,0.7,9,6,0.6667,6,5,0.8333,0,2,2,CHI,East,Central,Away,Loss,2
4/7/18,3:30,Regular,Barton,William,DEN,West,Northwest,Away,Win,1,Zielinski,Gary,Wood,Leon,Davis,Marc,Will Barton,Starter,32,SF,77,175,1/6/91,31,3,1,0,1,3,15,11,0.7333,6,6,1,9,5,0.5556,4,4,1,0,2,2,LAC,West,Pacific,Home,Loss,1
12/27/17,8:00,Regular,Barton,William,DEN,West,Northwest,Away,Loss,0,Workman,Haywoode,Buchert,Nick,Capers,James,Will Barton,Bench,34,SG,77,175,1/6/91,28,5,1,0,0,3,17,10,0.5882,9,6,0.6667,8,4,0.5,5,4,0.8,1,2,3,MIN,West,Northwest,Home,Win,1
11/11/17,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,1,Voyard-Tadal,Vladimir,Smith,Michael,Davis,Marc,Will Barton,Starter,38,SG,77,175,1/6/91,26,5,1,1,1,1,12,8,0.6667,6,4,0.6667,6,4,0.6667,8,6,0.75,1,8,9,ORL,East,Southeast,Away,Loss,1
4/3/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,2,Lane,Karl,Ford,Tyler,Capers,James,Will Barton,Starter,37,SF,77,175,1/6/91,26,5,1,2,0,3,18,10,0.5556,13,9,0.6923,5,1,0.2,6,5,0.8333,2,8,10,IND,East,Central,Away,Loss,2
11/20/17,10:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,1,Dalen,Eric,Kennedy,Bill,Richardson,Derek,Will Barton,Starter,37,SG,77,175,1/6/91,25,5,2,0,0,3,15,9,0.6,9,4,0.4444,6,5,0.8333,3,2,0.6667,1,5,6,SAC,West,Pacific,Home,Loss,2
2/3/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,1,Taylor,Ben,Malloy,Ed,Acosta,Ray,Will Barton,Starter,35,SG,77,175,1/6/91,25,4,2,1,0,1,17,9,0.5294,12,6,0.5,5,3,0.6,4,4,1,2,3,5,GS,West,Pacific,Away,Loss,0
2/10/18,9:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,1,Goble,John,Kogut,Marat,Holtkamp,Lauren,Will Barton,Starter,42,SG,77,175,1/6/91,25,5,3,1,1,3,14,10,0.7143,8,6,0.75,6,4,0.6667,1,1,1,1,4,5,PHO,West,Pacific,Home,Loss,2
2/25/18,8:00,Regular,Barton,William,DEN,West,Northwest,Home,Loss,1,Taylor,Dedric,Davis,Marc,Lewis,Eric,Will Barton,Starter,36,SG,77,175,1/6/91,25,6,1,3,0,4,15,10,0.6667,8,7,0.875,7,3,0.4286,3,2,0.6667,1,6,7,HOU,West,Southwest,Away,Win,2
3/26/18,7:00,Regular,Barton,William,DEN,West,Northwest,Away,Loss,3,Orr,J.T.,Foster,Scott,Mott,Rodney,Will Barton,Starter,36,SF,77,175,1/6/91,25,3,3,0,0,2,15,8,0.5333,7,3,0.4286,8,5,0.625,4,4,1,0,1,1,PHI,East,Atlantic,Home,Win,2
3/2/18,8:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,2,Kogut,Marat,Cutler,Kevin,Brothers,Tony,Will Barton,Bench,33,SF,77,175,1/6/91,24,2,3,1,0,1,14,10,0.7143,9,8,0.8889,5,2,0.4,2,2,1,1,5,6,MEM,West,Southwest,Home,Loss,2
4/11/18,8:00,Regular,Barton,William,DEN,West,Northwest,Away,Loss,1,Scott,Kevin,Brothers,Tony,Boland,Matt,Will Barton,Starter,42,SF,77,175,1/6/91,24,5,2,1,1,4,22,9,0.4091,12,4,0.3333,10,5,0.5,3,1,0.3333,2,6,8,MIN,West,Northwest,Home,Win,2
10/18/17,9:00,Regular,Barton,William,DEN,West,Northwest,Away,Loss,0,Foster,Scott,Wood,Leon,Sterling,Jonathan,Will Barton,Bench,31,SG,77,175,1/6/91,23,2,3,1,1,2,14,8,0.5714,10,5,0.5,4,3,0.75,4,4,1,1,5,6,UTA,West,Northwest,Home,Win,0
12/4/17,8:30,Regular,Barton,William,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Mauer,Ken,Wall,Scott,Will Barton,Bench,41,SG,77,175,1/6/91,23,6,0,1,0,5,20,9,0.45,14,5,0.3571,6,4,0.6667,3,1,0.3333,2,6,8,DAL,West,Southwest,Home,Win,2
3/3/18,7:30,Regular,Barton,William,DEN,West,Northwest,Away,Win,0,Williams,James,Petraitis,Gediminas,Smith,Aaron,Will Barton,Bench,33,SF,77,175,1/6/91,23,7,1,0,0,3,17,9,0.5294,7,5,0.7143,10,4,0.4,1,1,1,1,7,8,CLE,East,Central,Home,Loss,1
3/15/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,1,Goble,Jacyn,Kogut,Marat,Callahan,Mike,Will Barton,Bench,32,SF,77,175,1/6/91,23,3,4,0,2,3,16,8,0.5,11,7,0.6364,5,1,0.2,8,6,0.75,2,2,4,DET,East,Central,Away,Loss,2
3/23/18,7:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,1,Fitzgerald,Kane,Maddox,Tre,Corbin,Sean,Will Barton,Starter,36,SF,77,175,1/6/91,23,3,1,1,3,0,12,5,0.4167,5,0,0,7,5,0.7143,8,8,1,0,7,7,WAS,East,Southeast,Home,Loss,1
1/16/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,3,Mott,Rodney,Brothers,Tony,Sterling,Jonathan,Will Barton,Starter,42,SG,77,175,1/6/91,22,6,5,1,1,4,15,9,0.6,10,7,0.7,5,2,0.4,4,2,0.5,1,4,5,DAL,West,Southwest,Away,Loss,3
3/19/18,7:30,Regular,Barton,William,DEN,West,Northwest,Away,Loss,1,Petraitis,Gediminas,Phillips,Jason,Ayotte,Mark,Will Barton,Starter,46,SF,77,175,1/6/91,22,3,1,4,2,3,21,8,0.381,11,5,0.4545,10,3,0.3,3,3,1,1,3,4,MIA,East,Southeast,Home,Win,2
4/9/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,2,Goble,John,Tiven,Josh,Orr,J.T.,Will Barton,Starter,39,SF,77,175,1/6/91,22,3,3,0,0,4,15,8,0.5333,12,7,0.5833,3,1,0.3333,6,5,0.8333,1,6,7,POR,West,Northwest,Away,Loss,2
11/4/17,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Loss,1,Guthrie,David,Holtkamp,Lauren,Wood,Leon,Will Barton,Bench,34,SG,77,175,1/6/91,21,5,1,1,0,2,13,7,0.5385,7,5,0.7143,6,2,0.3333,6,5,0.8333,1,7,8,GS,West,Pacific,Away,Win,2
12/10/17,5:00,Regular,Barton,William,DEN,West,Northwest,Away,Loss,1,Barnaky,Brent,Taylor,Dedric,McCutchen,Monty,Will Barton,Starter,45,SG,77,175,1/6/91,21,9,1,2,0,2,19,8,0.4211,11,5,0.4545,8,3,0.375,2,2,1,2,4,6,IND,East,Central,Home,Win,1
11/22/17,8:00,Regular,Barton,William,DEN,West,Northwest,Away,Loss,1,Workman,Haywoode,Forte,Brian,Wall,Scott,Will Barton,Starter,36,SG,77,175,1/6/91,20,3,2,2,2,1,16,7,0.4375,8,5,0.625,8,2,0.25,5,4,0.8,1,5,6,HOU,West,Southwest,Home,Win,4
2/13/18,10:30,Regular,Barton,William,DEN,West,Northwest,Home,Win,3,Orr,J.T.,Zielinski,Gary,Washington,Tom,Will Barton,Starter,43,SG,77,175,1/6/91,20,6,2,2,0,2,19,9,0.4737,12,7,0.5833,7,2,0.2857,0,0,0,2,3,5,SA,West,Southwest,Away,Loss,1
12/8/17,7:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,1,Tiven,Josh,Ervin,Mitchell,Stafford,Derrick,Will Barton,Starter,43,SG,77,175,1/6/91,19,5,2,4,2,3,16,8,0.5,12,7,0.5833,4,1,0.25,3,2,0.6667,0,6,6,ORL,East,Southeast,Home,Loss,2
12/15/17,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,2,Zielinski,Gary,Mott,Rodney,Wood,Leon,Will Barton,Bench,32,SG,77,175,1/6/91,19,6,4,2,0,2,14,8,0.5714,10,6,0.6,4,2,0.5,2,1,0.5,2,2,4,NO,West,Southwest,Away,Loss,2
1/29/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Loss,4,Cutler,Kevin,Maddox,Tre,Capers,James,Will Barton,Starter,44,SG,77,175,1/6/91,19,7,2,1,0,3,18,8,0.4444,11,6,0.5455,7,2,0.2857,1,1,1,2,5,7,BOS,East,Atlantic,Away,Win,4
2/15/18,8:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,1,Wright,Sean,Wall,Scott,Collins,Derrick,Will Barton,Starter,40,SG,77,175,1/6/91,19,5,1,1,0,3,13,5,0.3846,6,1,0.1667,7,4,0.5714,5,5,1,0,7,7,MIL,East,Central,Home,Loss,2
2/27/18,10:30,Regular,Barton,William,DEN,West,Northwest,Home,Loss,4,Maddox,Tre,Stafford,Derrick,Ayotte,Mark,Will Barton,Starter,40,SG,77,175,1/6/91,19,5,1,1,2,2,15,7,0.4667,9,5,0.5556,6,2,0.3333,3,3,1,1,6,7,LAC,West,Pacific,Away,Win,4
10/27/17,7:30,Regular,Barton,William,DEN,West,Northwest,Away,Win,2,Washington,C.J.,Fraher,Pat,McCutchen,Monty,Will Barton,Bench,29,SG,77,175,1/6/91,18,3,5,2,0,2,17,8,0.4706,11,6,0.5455,6,2,0.3333,0,0,0,1,5,6,ATL,East,Southeast,Home,Loss,0
2/5/18,9:00,Regular,Barton,William,DEN,West,Northwest,Home,Win,2,Fitzgerald,Kane,Scott,Kevin,Nansel,Brett,Will Barton,Starter,34,SG,77,175,1/6/91,18,8,1,1,1,2,10,7,0.7,7,5,0.7143,3,2,0.6667,2,2,1,0,2,2,CHA,East,Southeast,Away,Loss,1
3/30/18,8:00,Regular,Barton,William,DEN,West,Northwest,Away,Win,3,Goble,Jacyn,Lindsay,Mark,Callahan,Mike,Will Barton,Starter,41,SF,77,175,1/6/91,18,5,2,0,0,2,15,7,0.4667,9,6,0.6667,6,1,0.1667,3,3,1,1,6,7,OKC,West,Northwest,Home,Loss,1
